Titre,Lien_du_titre,image,note,venueindex,catégorie,prix,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
BRŁO Brwhouse,https://fr.foursquare.com/v/br%C5%82o-brwhouse/575582b5498ea375c57d504f,https://fastly.4sqi.net/img/general/300x300/95742158_EIVPyJ7KlLSILfP858V4EbRW-lqjeH2BaJ-FD8tsLaM.jpg,9.0,157,Brasseur,€€€€,"Schöneberger Str. 16, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/554957006_9Jrqz8Sd_YG8h1VUj7grNVAmc3PYSmfXH4Eby_PcbN7XfuE_PPUkc3ZpCVj6OyjRv26yrczHa.jpg,"Baptiste G. • Août 7, 2019
La bière, l'ambiance est parfaite, les jeux de lumière aussi 😎","Baptiste G. • Août 7, 2019",https://fr.foursquare.com/baptistg1461910,Baptiste G.
1990 Vegan Living,https://fr.foursquare.com/v/1990-vegan-living/58669dfd13af1c32d09c0a44,https://fastly.4sqi.net/img/general/300x300/1107954_EwFmmCxiWl3OWNvvVOuVIy6_Zb54_R7rstuzqFCc7NU.jpg,9.0,158,Restaurant végétaliens et végétariens,€€€€,"Krossener Str. 19 (Boxhagener Platz), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/435102819_jvh14DwY_S-uOl5nGXmeMfoEDxEDyOEhqEQtVM9N2kKw0aAbtntm6lfvwq_03QMT9QX7ieOwl.jpg,"Anne F. • Juillet 31, 2017
Absolument délicieux ! Tout était au top, le restaurant est joli, grand et agréable, le service très sympa.","Anne F. • Juillet 31, 2017",https://fr.foursquare.com/annef5996036,Anne F.
Rüyam Gemüse Kebab,https://fr.foursquare.com/v/r%C3%BCyam-gem%C3%BCse-kebab/5019097de4b00b74aae82f54,https://fastly.4sqi.net/img/general/300x300/146254184_rfNvHea6rP-WTSP-y3l96fz7f0f5Tbs01t6Y-Uc9iys.jpg,9.0,159,Döner kebab,€€€€,"Hauptstr. 133, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/G4FKFOWEUIIIDOEE.jpg,"Kral2 • Mars 5, 2017
Une tuerie ce kebab gemüse. En wrap, avec mélange de légumes frits et frais. Les portions sont généreuses.","Kral2 • Mars 5, 2017",https://fr.foursquare.com/kraltwo,Kral2
Freiluftkino Kreuzberg,https://fr.foursquare.com/v/freiluftkino-kreuzberg/4c01550c0bce20a1b587f6c6,https://fastly.4sqi.net/img/general/300x300/420262_tvoVw4Y6Km752D54dXjNPFbsxVswyyVMD7WYrTX1Zg8.jpg,9.0,160,Films indépendants,,"Mariannenplatz 2, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/124617144-QOQX0Y0FPRZUUEXT.jpg,"Lena F. • Juillet 18, 2015
The perfect spot to watch a movie in summer. They even let you bring your own drinks and snacks! 😊","Lena F. • Juillet 18, 2015",https://fr.foursquare.com/lenaf1096834,Lena F.
Mano Cafe,https://fr.foursquare.com/v/mano-cafe/4af49b4af964a52048f421e3,https://fastly.4sqi.net/img/general/300x300/8450872_0K8n6a7RtO8Ih8_d6yO-1M9-UX_5M8qmL0NpFLR7_70.jpg,9.0,161,Café,€€€€,"Skalitzer Str. 46A (Lausitzer Str.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/6578888_luQYmcIm_cB3QOdQEfMy93mux_axFabJYGwFSKjnodKPZqCHIscMj2HrA281vsgeniUR4IRgy.jpg,"Pol G. • Janvier 29, 2017
Amazing place to chill and have a drink. Super quiet place, a bit dark but with friendly staff.","Pol G. • Janvier 29, 2017",https://fr.foursquare.com/polgoide,Pol G.
Flughafen Berlin Tempelhof,https://fr.foursquare.com/v/flughafen-berlin-tempelhof/51756118498e39cf10c96574,https://fastly.4sqi.net/img/general/300x300/5303448_mpeeQOswSXnz8Pf5gJ0396YA8jDZB-Nu-H6cwx8CVdc.jpg,9.0,162,Site historique et protégé,,"Platz der Luftbrücke, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/6553573_HwF0zyPx_FDq4-yUlIMJyXsbqK7BNvlBKOJ4_DJSORssUwwJZiWXC3FTt2mmCDGnODhrZ50lE,"pieter v. • Janvier 21, 2017
Get the 2h tour inside. Sabine the guide is a pleasure to listen to. She knows every detail!","pieter v. • Janvier 21, 2017",https://fr.foursquare.com/pieterv4720972,pieter v.
Populus Coffee,https://fr.foursquare.com/v/populus-coffee/56c859ce498e4246a80cdaf0,https://fastly.4sqi.net/img/general/300x300/11764392_xyFY00igZt-ZbMM3Yjt4el2UtlNMQ4_bSDs947N4XoE.jpg,9.0,163,Coffee Shop,€€€€,"Maybachufer 20 (Bürknerstr.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/3467811-XQEU2CSOMO30X5VY.jpg,"Daria T. • Mai 10, 2018
really good coffee (they have iced Flat white!) and cosy atmosphere, you can sit outisde by the canal in summer.","Daria T. • Mai 10, 2018",https://fr.foursquare.com/dariat5336242,Daria T.
Sisyphos,https://fr.foursquare.com/v/sisyphos/4c3a1f89ae2da593fcb603c6,https://fastly.4sqi.net/img/general/300x300/57773967_2-dVbp5p80JH_6QKPDKXpkEzjOXjpXFaj9qSIbOf480.jpg,9.0,164,Discothèque,€€€€,"Hauptstr. 15, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/43613401-I551X4X2STH2B1TE.jpg,"Nihal K. • Novembre 6, 2017
Music, people, atmosphere. One of the best in Berlin, if not the best.","Nihal K. • Novembre 6, 2017",https://fr.foursquare.com/niyally,Nihal K.
leuchtstoff Kaffeebar,https://fr.foursquare.com/v/leuchtstoff-kaffeebar/4e1333b7814d60ce660627e1,https://fastly.4sqi.net/img/general/300x300/57999808_uvd3XMkSAEegKzYL0TIXbCVkdrOwCR7OuXIIx6Hw17Q.jpg,9.0,165,Coffee Shop,€€€€,"Siegfriedstr. 19, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/156472913-ZQMNHUNNNRVONU3G,"Op S. • Septembre 9, 2017
Great coffee. Tried the Filterkaffee and Aeropress -- both are done very well.","Op S. • Septembre 9, 2017",https://fr.foursquare.com/ops8672876,Op S.
Waldorf Astoria Berlin,https://fr.foursquare.com/v/waldorf-astoria-berlin/4eeafc0577c8dc54c58ecd1a,https://fastly.4sqi.net/img/general/300x300/18072185_mnfyZMZzW9GSIvOZErOl4GTqnaIPBr92N13Sv2dv2Ys.jpg,9.0,166,Hôtel,,"Hardenbergstr. 28, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/0PIPO50ZPUU0P0C4.jpg,"Ilkka P. • Août 19, 2013
Friendly service, great concierge, beautiful rooms and very child-friendly too! Truly recommended.","Ilkka P. • Août 19, 2013",https://fr.foursquare.com/ilkkapihlaja,Ilkka P.
Deutsche Oper Berlin,https://fr.foursquare.com/v/deutsche-oper-berlin/4bd6bba1cfa7b713bff327da,https://fastly.4sqi.net/img/general/300x300/52763867_1WPKT9k2q4Lj2eaop5HRMxJRCdOIp7MwJ3IbQw7J6dM.jpg,9.0,167,Opéra,,"Bismarckstr. 35 (Richard-Wagner-Str.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/95658328-S5S3FE3V1QDOQYGP.jpg,"Océane C. • Janvier 29, 2015
Le meilleur club de Berlin.","Océane C. • Janvier 29, 2015",https://fr.foursquare.com/oceanetacos,Océane C.
König Gallery,https://fr.foursquare.com/v/k%C3%B6nig-gallery/56927984498e1afb37ad631c,https://fastly.4sqi.net/img/general/300x300/41674976_XX4Wpdn5uXRUkjaiu2qIGyfvXcBDE7RU2uflTH7EkGw.jpg,9.0,168,Galerie d'art,,"Alexandrinenstr. 181-121, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/153730836-PBADIYUYKIDZFQEH.jpg,"Aude R. • Février 21, 2016
Dans une ancienne église de style brutaliste","Aude R. • Février 21, 2016",https://fr.foursquare.com/rieu_aude,Aude R.
Grand Hyatt Berlin,https://fr.foursquare.com/v/grand-hyatt-berlin/4adcda70f964a520f14421e3,https://fastly.4sqi.net/img/general/300x300/636531_gD-702pkF58tHx-KKnr4aQCa6DrR8QaInt4w29sfDkc.jpg,9.0,169,Hôtel,,"Marlene-Dietrich-Platz 2 (Alte Potsdamer Str.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/229343_puhz9t1-_eVCLyCr0uZWQLYoHDw5rfL1kpWO_dCBqcV8x1xkM9T3oxkht3UL5FfTV2f8dyLD3.jpg,"Sv H. • Mai 15, 2022If you stay here, definitely go for dinner at the Vox restaurant downstairs.  Make sure you make a reservation in advance. Best food. Amazing service, always.  Believe me, went there more than 100x","Sv H. • Mai 15, 2022",https://fr.foursquare.com/svhennig,Sv H.
Filmtheater am Friedrichshain,https://fr.foursquare.com/v/filmtheater-am-friedrichshain/4adcda8bf964a520d04921e3,https://fastly.4sqi.net/img/general/300x300/27406834__rziW0dId6ijw7ModbmNMwWsrdJJ_MsxvIpzFPdRN7w.jpg,9.0,170,Films indépendants,,"Bötzowstr. 1-5, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/28370061-5WI1YREVHCKK1OW2,"Alex O. • Novembre 25, 2016
Cosy old-fashioned Berlin movie theater.","Alex O. • Novembre 25, 2016",https://fr.foursquare.com/dclg_en,Alex O.
Ristorante a Mano,https://fr.foursquare.com/v/ristorante-a-mano/4e92d8250aafb38924864d93,https://fastly.4sqi.net/img/general/300x300/1399647265_syzkhQDoln_BNyzKFJo3a1oY4ZDedzlpDyNXb3C4ZcI.jpg,9.0,171,Italien,€€€€,"Strausberger Platz 2, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"M. C. • Juin 19, 2022
Nice pasta, a little bit high prices, but delicious. Try black pastа with mussels!","M. C. • Juin 19, 2022",https://fr.foursquare.com/m.c5553167,M. C.
li.ke,https://fr.foursquare.com/v/like/5ba0d1e031fd14002cc9bd7e,https://fastly.4sqi.net/img/general/300x300/22459220_GWgAY8R4f6LhOi_V7Wu8Cgeh2NuzkAGL0r1xwrON3vc.jpg,9.0,172,Thaïlandaise,€€€€,"Grünberger Str. 69 (Gabriel-Max-Str.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Melisa B. • Octobre 5, 2021
I tried variety of food in here and loved everything I tried! Will definitely come back for trying more.","Melisa B. • Octobre 5, 2021",https://fr.foursquare.com/melisab6520787,Melisa B.
The Cat's Pajamas,https://fr.foursquare.com/v/the-cats-pajamas/50c2f8f6e4b0e9bc06ba4da5,https://fastly.4sqi.net/img/general/300x300/141445132_1base6XKgf5ObQFifCgSvxkoA1JdKWks-8uzZD6191c.jpg,9.0,173,Auberge,,"Urbanstr. 84, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/BRSTQPCTVSV1GYAN.jpg,"Thibaud B. • Décembre 9, 2013
Super hôtel avec un rapport qualité prix intéressant. Propre, bien situé.","Thibaud B. • Décembre 9, 2013",https://fr.foursquare.com/thibaudbrossard,Thibaud B.
Volkspark Hasenheide,https://fr.foursquare.com/v/volkspark-hasenheide/4adcda7df964a5208b4721e3,https://fastly.4sqi.net/img/general/300x300/512341282_Hzg6jXDMbR6B68ipikLkfgcLukwZTVOTupTttyjYOfI.jpg,9.0,174,Parc,,"Hasenheide (Columbiadamm), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/WXNP5MDAV25YKGZI.jpg,"Jurgen F. • Août 7, 2014
Very mellow park with a few pot dealers, animals including camels, Minigolf, and a fun wooden playground.","Jurgen F. • Août 7, 2014",https://fr.foursquare.com/muckster,Jurgen F.
Burgermeister,https://fr.foursquare.com/v/burgermeister/4ade123bf964a520d87221e3,https://fastly.4sqi.net/img/general/300x300/5016199_aybEA2dihxRy1zbzCKf-iKSUmFa7lPWSYDgzXfdMK_o.jpg,8.9,175,Hamburgers,€€€€,"Oberbaumstr. 8, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/545527894_q8N-zXg2_k51vcC6N9cytrLrfOqsL2PJfqJLHSw9up0MBaImrLQjpc6kOS7bKzDOsq90ukLdr.jpg,"Emmanuel H. • Février 18, 2020
Burger très bon, prix correct et lieux atypique.","Emmanuel H. • Février 18, 2020",https://fr.foursquare.com/emmanueh5908104,Emmanuel H.
Deutsches Technikmuseum,https://fr.foursquare.com/v/deutsches-technikmuseum/4b659b4bf964a52032f62ae3,https://fastly.4sqi.net/img/general/300x300/224515614_NYiWmrqjXBO727pFEk_FMLtaAo_fFveitvje7FRmSBg.jpg,8.9,176,Musée des sciences,€€€€,"Trebbiner Str. 9, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1781107_Bsh-CSta_eeK177oPtoB_t_XBD0_P_xElAKpntmpW03RhdJNuFsgDLBY1mDHusMhazXVxHVzQ.jpg,"crapougnax • Août 31, 2018
Belle collection. Dommage que si peu de notices soient traduites en anglais.","crapougnax • Août 31, 2018",https://fr.foursquare.com/crapougnax,crapougnax
Filmkunstbar Fitzcarraldo,https://fr.foursquare.com/v/filmkunstbar-fitzcarraldo/4ed936cae5fa78b16cb3a807,https://fastly.4sqi.net/img/general/300x300/44631598_Zzr3XX2fyBndU6XolspWcpPYh9vCveO0SHQjhTf06A8.jpg,8.9,177,Bar,€€€€,"Reichenberger Str. 133 (Lausitzer Str.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/34458658_S8O7E97A_wb90rG52KtTumQXTiZYM8rWyCuR1IwJmkK-aobgcEl_bmAbEnSB1RWTl7NltDlqG.jpg,"Sarah M. • Mai 19, 2019
Cool spot in Kreuzberg - can get busy","Sarah M. • Mai 19, 2019",https://fr.foursquare.com/xsurmx,Sarah M.
Rosa Canina,https://fr.foursquare.com/v/rosa-canina/55e87b80498e3ae4829c6b05,https://fastly.4sqi.net/img/general/300x300/23150207_dmCahOpgZn8oiQ9eVvcF3WAcM7GI5m30la3lfz7S7fM.jpg,8.9,178,Glace,€€€€,"Eisenbahnstr. 42/43, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/T5KASJAHQDZDLJ2O.jpg,"jahapaula a. • Septembre 6
Amazing tasty and authentic flavours, always also some rare ones available - try matcha or black sesame. Yummy!",jahapaula a. • Septembre 6,https://fr.foursquare.com/jahapaula,jahapaula a.
Lindt,https://fr.foursquare.com/v/lindt/546b96cf498e769bed6a1f3d,https://fastly.4sqi.net/img/general/300x300/10830631_RB_ebQWk2ymlscFcaCZPWwvftDhsD_rcgQ28rS9ZaXg.jpg,8.9,179,Chocolatier,,"Voßstr. 32, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1878545_VIwfHgJc_Ge07xB78l-L35DyZQLWSRlNF32IjyWLrNjzbjRxdgEW6u0qqyQg2a7MhXJHYr8ft.jpg,"marcus H. • Décembre 30, 2016
3 Tafeln -10%, 6 -20%, 9 -25%","marcus H. • Décembre 30, 2016",https://fr.foursquare.com/marcush3130917,marcus H.
Märchenbrunnen,https://fr.foursquare.com/v/m%C3%A4rchenbrunnen/4ba222ccf964a5204bde37e3,https://fastly.4sqi.net/img/general/300x300/24638_qljMnMWadDuSb0ZW1IJPENxngRkLgFHg7njG3NxpF0o.jpg,8.9,180,Fontaine,,"Am Friedrichshain, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/79466981-2LIFOYV5BDIGCZHU.jpg,"Ceren 👾 • Mars 25, 2016
Beautiful park with fairy tale figures. Good for a walk, reading and relaxing. Make sure to go with a German friend so they can tell the stories. I didnt know all of them.","Ceren 👾 • Mars 25, 2016",https://fr.foursquare.com/cschaeferhoff,Ceren 👾
Berghain,https://fr.foursquare.com/v/berghain/4ae778a5f964a520a5ab21e3,https://fastly.4sqi.net/img/general/300x300/98492_jW9VE-3MOXquS21LPYEQA9aJfRZXFxD3PEsFMGIv3T4.jpg,8.9,181,Discothèque,€€€€,"Am Wriezener Bahnhof, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/355Y54SESJHD0AQW.jpg,"Virginie C. • Août 10, 2014
Politique du physio complètement incompréhensible. Un peu frustrant mais c'est le jeu...","Virginie C. • Août 10, 2014",https://fr.foursquare.com/blondie_deep,Virginie C.
Weinladen Schmidt Kreuzberg,https://fr.foursquare.com/v/weinladen-schmidt-kreuzberg/4f89abcfe4b018320604b5e5,https://fastly.4sqi.net/img/general/300x300/7140045_7Nsh0I_LCaaQqllBcz2nrhI4WijjiViKUk1cpRQl_aE.jpg,8.9,182,Caviste,,"Schleiermacherstr. 25 (Marheinekeplatz), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"ᴡ L. • Janvier 20, 2018
Comfortable and stylish ambience. Simple and interesting concept of excellent wine tasting. Recommendable for wine lovers.","ᴡ L. • Janvier 20, 2018",https://fr.foursquare.com/l.8470924,ᴡ L.
Domäne Dahlem,https://fr.foursquare.com/v/dom%C3%A4ne-dahlem/4b24d3c6f964a5200b6a24e3,https://fastly.4sqi.net/img/general/300x300/418328455_lOXJrIjQaCNVmiwyxjOJLJ4hHOvchaUAY33RubjGfyg.jpg,8.9,183,Ferme,,"Königin-Luise-Str. 49, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/AF1QPNTHFKTEVONU.jpg,"Philipp B. • Avril 30, 2017
Urban farm, great for kids and nice events.","Philipp B. • Avril 30, 2017",https://fr.foursquare.com/bieberstein,Philipp B.
Alaska,https://fr.foursquare.com/v/alaska/5515ba58498e626740d4f760,https://fastly.4sqi.net/img/general/300x300/7517201_d5QDYjUMMp_4WtdT70LwCtgn0qdnfoq-dxy0uyB3Zvk.jpg,8.9,184,Restaurant végétaliens et végétariens,€€€€,"Reuterstr. 85, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/894076-UEP315CWOZJNKG2J.jpg,"anomalily • Avril 1, 2015
Such a cute little place with adorable tiny vegan food!","anomalily • Avril 1, 2015",https://fr.foursquare.com/anomalily,anomalily
The Mandala Suites,https://fr.foursquare.com/v/the-mandala-suites/4adcda72f964a520474521e3,https://fastly.4sqi.net/img/general/300x300/348928295_lgG2TH5frnjCbumZUiAe-t4dcvq5OXiNzzr4mFABLcA.jpg,8.9,185,Agence de location de vacances,,"Friedrichstr. 185-190, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/38799518-JU03SOGW3AE2J5AH.jpg,"Danny T. • Décembre 28, 2017
Very nice, clean and spacious. The breakfast area has a wonderful view over Berlin. Easy reachable from the airport and a lot of interesting spots in walking distance.","Danny T. • Décembre 28, 2017",https://fr.foursquare.com/dannyt6383308,Danny T.
Les Pâtisseries de Sébastien,https://fr.foursquare.com/v/les-p%C3%A2tisseries-de-s%C3%A9bastien/4ee07c8d5c5ccf21920e0461,https://fastly.4sqi.net/img/general/300x300/84172327_dKrGIdGpdAAJraAmLCT87QRAZ5cRQFw2x0_IkEM1KQo.jpg,8.9,186,Pâtisserie,€€€€,"Invalidenstr. 157 (Ackerstr.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/33877262-YZFHXWL3YN0ILFLA.jpg,"Anthony • Mai 20, 2016
Pâtisseries, pains, gâteaux... Tout est bon.","Anthony • Mai 20, 2016",https://fr.foursquare.com/anthony_bod,Anthony
Mémorial aux Juifs assassinés d'Europe,https://fr.foursquare.com/v/denkmal-f%C3%BCr-die-ermordeten-juden-europas/4b10f428f964a520f77623e3,https://fastly.4sqi.net/img/general/300x300/922736_KhQSl846Od77jSN8Lr7d5u8xQpcgL9PAZ5vF34b7SLI.jpg,8.9,187,Monument,,"Cora-Berliner-Str. 1 (Hannah-Arendt-Str.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/435102819_jvh14DwY_S-uOl5nGXmeMfoEDxEDyOEhqEQtVM9N2kKw0aAbtntm6lfvwq_03QMT9QX7ieOwl.jpg,"Anne F. • Août 5, 2017
Magnifique mémorial, qui crée l'expérience du sentiment...","Anne F. • Août 5, 2017",https://fr.foursquare.com/annef5996036,Anne F.
ZOLA,https://fr.foursquare.com/v/zola/54a97032498e16e13fcd0906,https://fastly.4sqi.net/img/general/300x300/16561278_ef5lGEctPHCWuYhpY_fVtyeeRU3p7OLnQxvECHZ5oPg.jpg,8.9,188,Pizza,€€€€,"Paul-Lincke-Ufer 39-40, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/399032996_MjSnh6VW_m2OPBUV5ZSXw_VyxrUSkqsO5h-GECc5bAvus9Z0Eja1maFEj6Xx3hkuLEyonFDRF.jpg,"David G. • Octobre 22, 2019
Pas de service en terrasse.","David G. • Octobre 22, 2019",https://fr.foursquare.com/davidg6539692,David G.
Wax On,https://fr.foursquare.com/v/wax-on/614b5bd78643a02ee3f82737,https://fastly.4sqi.net/img/general/300x300/78518_nwlZ1gPryfSFOeYXIWGlX5my1VmEPYpvPbL5tkD3qwM.jpg,8.9,189,Cocktail,€€€€,"Weserstr. 208 (Reuterplatz), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/40270483-0L15CYSNKSS1VJRF.jpg,"Volker D. • Février 18, 2022
♥️ Wonderful place with great, caring staff and a very skilled bar.","Volker D. • Février 18, 2022",https://fr.foursquare.com/volkerd6098969,Volker D.
Bebelplatz,https://fr.foursquare.com/v/bebelplatz/4adcda7df964a520ab4721e3,https://fastly.4sqi.net/img/general/300x300/8231248_q8tb0K_P6TvNSCe7QskXUmVoCy_knH7lhMn-MG6QCGY.jpg,8.9,190,Place,,"Bebelplatz (Unter den Linden), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/353655357_1k8lWdO1_5xWEcXLp7YORAuovlSK5BmfEmQQ_KgiJhS-qUPZTvMmoWx--HoRNMApU-YqyEJTs.jpg,"J T. • Octobre 11, 2016
Don't miss the plaques and the burned books memorial.","J T. • Octobre 11, 2016",https://fr.foursquare.com/jt2836169,J T.
KINDL Zentrum für zeitgenössische Kunst,https://fr.foursquare.com/v/kindl-zentrum-f%C3%BCr-zeitgen%C3%B6ssische-kunst/541482fa498ec442f78eaa7f,https://fastly.4sqi.net/img/general/300x300/21757686__yq6Zq70afx_pykuFpERlWc8Q4RwG0e-CyVkYqID3RU.jpg,8.9,191,Galerie d'art,,"Am Sudhaus 2, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/49267001-E0TOCACPXI3QFUH2.jpg,"Alexander S. • Janvier 28, 2017
Amazing cafe and friendly staff. Great architecture. Must visit place to bring parents.","Alexander S. • Janvier 28, 2017",https://fr.foursquare.com/alexands2504094,Alexander S.
UNIQLO,https://fr.foursquare.com/v/uniqlo/56042fc7498e6dd359ab7893,https://fastly.4sqi.net/img/general/300x300/14001017_DIL1y3uH1SUwPOr2h_xP3f_I6bbatj5qaMCtgudEJ7E.jpg,8.9,192,Habillement,,"Leipziger Platz 16, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/1747438_VdyqFHRY_xKwzJXT2v_eVBFMniLeiMf9uK31lSPwew_qJuf64wcsvprqkNhAnUc2KiThYiObd.jpg,"Niklas B. • Avril 21, 2019
Bestes Geschäft um Basics zu kaufen. Die wechselnden Kooperationen mit bekannten Marken sind super.","Niklas B. • Avril 21, 2019",https://fr.foursquare.com/niklasbarning,Niklas B.
Windhorst,https://fr.foursquare.com/v/windhorst/4adcda79f964a520874621e3,https://fastly.4sqi.net/img/general/300x300/2867_fomMeE_DRl4PWFFU57sb2f3-JYR8H3qhOHUqrEZvQgo.jpg,8.9,193,Cocktail,€€€€,"Dorotheenstr. 65 (Neustädtische Kirchstr.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5JBT0LDKT2EK1J2K.jpg,"Bertrand G. • Novembre 11, 2016
Accueil très sympathique. Avons passé un bon moment. Cocktails très bons.","Bertrand G. • Novembre 11, 2016",https://fr.foursquare.com/bertrang5817407,Bertrand G.
Good Morning Monday,https://fr.foursquare.com/v/good-morning-monday/5c963d508fb09e002cbe1931,https://fastly.4sqi.net/img/general/300x300/416710657_kbJHGPPCuGJSxJcRVM9Unkb08cliRr3qoSW-bd1G97g.jpg,8.9,194,Café,€€€€,"Falckensteinstr. 18, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/37303640_kzOYNJqu_-RXQzF3di7GfHOZLkQvO8H7Kau5AxIgdowZDqPi9LJsa1wgasPiVn5OoFTiND7OD.jpg,"Beth G. • Août 7, 2021
Love this place. Good vegan options and lovely colourful plates of food for breakfast, brunch or lunch.","Beth G. • Août 7, 2021",https://fr.foursquare.com/bethg1873996,Beth G.
Luiban,https://fr.foursquare.com/v/luiban/51cf44f8454a1ca52fb47326,https://fastly.4sqi.net/img/general/300x300/42745466_OSy4PAGhdcsFVaqr8WJDC-5WHMeHgI2KG7PLs6cI3Hk.jpg,8.9,195,Papeterie,,"Rosa-Luxemburg Straße 28 (Mitte), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/135619943-AGFGGP5SHSHG501A.jpg,"Patrick W. • Septembre 16, 2015
My favorite paper shop in town. They also have Midori's and my beloved 'OHTO words' pen. The staff is very friendly, helpful, and, has some great recommendations, too. #stationaryporn","Patrick W. • Septembre 16, 2015",https://fr.foursquare.com/_patrickwelker,Patrick W.
La Marianna,https://fr.foursquare.com/v/la-marianna/4e63dd5062e13e3bcf42aad0,https://fastly.4sqi.net/img/general/300x300/969951_MxvB7dbl2kBisJaNQuTPxk-wPurTQxTAzuC9iBI_WYU.jpg,8.9,196,Italien,€€€€,"Feuerbachstr. 63, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/393395386_eA1QkLXB_hnGA_wYs3AOEDzunq-D5GMd7-PPbjieO2_gS6h5FuMdDol9ZgkXNtWu4sjgV60f6.jpg,"Pauline • Mars 14, 2017
Big pizzas with a nice amount of topping. The interior looks nice and gives you a real Italian feeling","Pauline • Mars 14, 2017",https://fr.foursquare.com/pauline8486702,Pauline
