Titre,Lien_du_titre,Date,Lieux,Prix
REIS & SHINE,https://www.eventbrite.de/e/reis-shine-tickets-657427592627?aff=ebdssbdestsearch,"sam. 4 nov., 15:30",Kochu Karu Deli,"52,00 €"
Paul Howard - Ross O'Carroll Kelly at Seapoint,https://www.eventbrite.ie/e/paul-howard-ross-ocarroll-kelly-at-seapoint-tickets-728383413397?aff=ebdssbdestsearch,"ven. 17 nov., 20:00",Seapoint Rugby Club,"22,42 €"
PULSE VENUE WHISTLIN DONKEYS HALLOWEN FESTIVAL WEEKEND,https://www.eventbrite.ie/e/pulse-venue-whistlin-donkeys-hallowen-festival-weekend-tickets-718460343227?aff=ebdssbdestsearch,"sam. 28 oct., 22:00",PULSE VENUE,"22,42 €"
Firmacopie con BellaFaccia - Lo scontro dei mondi,https://www.eventbrite.it/e/biglietti-firmacopie-con-bellafaccia-lo-scontro-dei-mondi-738456462157?aff=ebdssbdestsearch,"dim. 5 nov., 16:30",Si10 SALA INCONTRI JUNIOR REAL COLLEGIO,Libre
Certified User Training for Imaging Fundamentals | Munich,https://www.eventbrite.com/e/certified-user-training-for-imaging-fundamentals-munich-tickets-623502080507?aff=ebdssbdestsearch,"mar. 28 nov., 09:30",ARRI - Arnold & Richter Cine Technik GmbH & Co. Betriebs KG,"1 699,00 €"
Men on the Move Indoors Waterford - 6th November 2023,https://www.eventbrite.ie/e/men-on-the-move-indoors-waterford-6th-november-2023-tickets-700311539667?aff=ebdssbdestsearch,"lun. 6 nov., 18:15",Butler Community Centre,"20,00 €"
FEMboss Offline Netzwerkevent für Gründerinnen in Stuttgart,https://www.eventbrite.de/e/femboss-offline-netzwerkevent-fur-grunderinnen-in-stuttgart-tickets-719036476457?aff=ebdssbdestsearch,vendredi prochain à 19:00,The Avocado Show,"23,80 €"
Berrilan Basque Tech Summit 2023,https://www.eventbrite.es/e/registro-berrilan-basque-tech-summit-2023-717693509607?aff=ebdssbdestsearch,jeudi prochain à 08:30,"Reale Arena, Anoeta Pasalekua, San Sebastián, España","0,00 €"
GAME CHANGERS #23 : Le RDV pro du jeu vidéo inclusif,https://www.eventbrite.fr/e/inscription-game-changers-23-le-rdv-pro-du-jeu-video-inclusif-718505117147?aff=ebdssbdestsearch,samedi prochain à 13:00,"Station 45, Siège du groupe Novaxia","15,00 €"
RightBrains Celebration Event 2023,https://www.eventbrite.nl/e/rightbrains-celebration-event-2023-tickets-714461312017?aff=ebdssbdestsearch,"jeu. 2 nov., 13:00",ABN AMRO Hoofdkantoor,Libre
Rave Is Not A Crime,https://www.eventbrite.at/e/rave-is-not-a-crime-tickets-719769990417?aff=ebdssbdestsearch,"ven. 17 nov., 21:00","KiK - Kulturverein Kunst im Keller, Ried im Innkreis","12,79 €"
"The Coronas, Fomhair Festival, Sunday 29th October 2023",https://www.eventbrite.co.uk/e/the-coronas-fomhair-festival-sunday-29th-october-2023-tickets-684656635427?aff=ebdssbdestsearch,"dim. 29 oct., 18:30",Live At The Big Top Donegal,"45,09 €"
Tanit Ibiza Congress & Awards,https://www.eventbrite.es/e/entradas-tanit-ibiza-congress-awards-678221257037?aff=ebdssbdestsearch,vendredi prochain à 09:30,Centro Cultural de Jesús,"0,00 €"
La Revisione della Direttiva Europea sul Recupero dei Fanghi in Agricoltura,https://www.eventbrite.it/e/biglietti-la-revisione-della-direttiva-europea-sul-recupero-dei-fanghi-in-agricoltura-733313860497?aff=ebdssbdestsearch,mardi prochain à 09:00,Palazzo delle Stelline,Libre
Vito Marenče Duo / Flamenco,https://www.eventbrite.ie/e/vito-marence-duo-flamenco-registration-690663161107?aff=ebdssbdestsearch,"sam. 28 oct., 20:00",Prulček - live music venue,"0,00 €"
GoDataFest,https://www.eventbrite.com/e/godatafest-tickets-691763131147?aff=ebdssbdestsearch,mardi prochain à 09:00,Xebia Netherlands BV,"5,00 €"
THREE HOUSE HALLOWEEN.,https://www.eventbrite.pt/e/bilhetes-three-house-halloween-726982583477?aff=ebdssbdestsearch,"mar. 31 oct., 15:00",THREE HOUSE HOTEL,"17,24 €"
Silvestergala 2023,https://www.eventbrite.de/e/silvestergala-2023-tickets-670695116147?aff=ebdssbdestsearch,"dim. 31 déc., 19:00",Schloss Milkersdorf,"349,69 €"
FROID IN DUBLIN,https://www.eventbrite.ie/e/froid-in-dublin-tickets-741449253677?aff=ebdssbdestsearch,"dim. 19 nov., 20:00",The Well,"35,30 €"
"Avant-première du documentaire ""La Loi du Sport.""",https://www.eventbrite.com/e/billets-avant-premiere-du-documentaire-la-loi-du-sport-740686291637?aff=ebdssbdestsearch,jeudi prochain à 21:00,"Le Champo - Espace Jacques Tati, Rue des Écoles, Paris, France","7,00 €"
HR-meeting | Kijkje in de HR Keuken bij GGD Zuid Limburg,https://www.eventbrite.nl/e/tickets-hr-meeting-kijkje-in-de-hr-keuken-bij-ggd-zuid-limburg-718482780337?aff=ebdssbdestsearch,jeudi prochain à 14:00,Het Overloon 2,"25,00 €"
Queer Spooky Mic,https://www.eventbrite.nl/e/queer-spooky-mic-tickets-722952569597?aff=ebdssbdestsearch,vendredi prochain à 21:00,Amstel 54,Vérifier le prix du billet sur l'événement
Alt-Finance e Crowdinvesting Day 2023,https://www.eventbrite.it/e/biglietti-alt-finance-e-crowdinvesting-day-2023-691757273627?aff=ebdssbdestsearch,"jeu. 23 nov., 09:30",Palazzo Turati,Libre
SG[Spain] 2023,https://www.eventbrite.co.uk/e/sgspain-2023-tickets-704719724667?aff=ebdssbdestsearch,"ven. 17 nov., 15:00",UPC Escuela de Ingeniería de Telecomunicación y Aeroespacial de Castelldefels,"21,67 €"
Workshop Studio-Portretfotografie met Sanne van Pinxten,https://www.eventbrite.nl/e/tickets-workshop-studio-portretfotografie-met-sanne-van-pinxten-708414265137?aff=ebdssbdestsearch,"mar. 14 nov., 13:00",Kamera Express Capelle aan den IJssel,"50,00 €"
8. IBM Planning Analytics and TM1 Experts Day,https://www.eventbrite.com/e/8-ibm-planning-analytics-and-tm1-experts-day-tickets-656679836067?aff=ebdssbdestsearch,demain à 14:00,"IBM Deutschland GmbH, Auditorium",Libre
Terrores nocturnos presenta España misteriosa,https://www.eventbrite.es/e/entradas-terrores-nocturnos-presenta-espana-misteriosa-722751648637?aff=ebdssbdestsearch,mardi prochain à 19:00,Bastardo Hostel,Libre
NEXXT LEVEL – Das Wechseljahres-Event,https://www.eventbrite.de/e/nexxt-level-das-wechseljahres-event-tickets-704446377077?aff=ebdssbdestsearch,"jeu. 9 nov., 10:00","Irenensaal, Wort & Bild Verlag","37,92 €"
6. Planning Analytics und TM1 Anwendertag,https://www.eventbrite.com/e/6-planning-analytics-und-tm1-anwendertag-tickets-656630809427?aff=ebdssbdestsearch,mardi prochain à 09:00,IBM Deutschland GmbH,Libre
Halloweenstad Trick or Treat  zondag  29 oktober 2023,https://www.eventbrite.nl/e/tickets-halloweenstad-trick-or-treat-zondag-29-oktober-2023-688496219727?aff=ebdssbdestsearch,"dim. 29 oct., 12:00",Stadshart,Libre
Giant  Welcome Club 2024,https://www.eventbrite.com/e/giant-welcome-club-2024-tickets-715894619077?aff=ebdssbdestsearch,"ven. 19 janv., 21:00",Uebel & Gefährlich,"8,64 €"
AI Conference & Award Uitreiking,https://www.eventbrite.nl/e/tickets-ai-conference-award-uitreiking-668177636297?aff=ebdssbdestsearch,"ven. 10 nov., 13:00",De Avenue Breda,"67,00 €"
BOOM 2023 | DANIEL LUMERA 28 RESPIRI PER CAMBIARE VITA,https://www.eventbrite.it/e/biglietti-boom-2023-daniel-lumera-28-respiri-per-cambiare-vita-713667317157?aff=ebdssbdestsearch,aujourd’hui à 21:00,Teatro Spazio Reno,Libre
Wild City,https://www.eventbrite.ie/e/wild-city-tickets-717144427287?aff=ebdssbdestsearch,"sam. 11 nov., 11:30","The Printworks, Dublin Castle","0,00 €"
ASTRA Horror Show – die Brauerei-Halloweenparty,https://www.eventbrite.com/e/astra-horror-show-die-brauerei-halloweenparty-tickets-715955902377?aff=ebdssbdestsearch,"lun. 30 oct., 20:00",ASTRA St. Pauli Brauerei,Libre
IX Congreso de Comunicación Social de la Ciencia (CCSC2023),https://www.eventbrite.es/e/entradas-ix-congreso-de-comunicacion-social-de-la-ciencia-ccsc2023-477240488147?aff=ebdssbdestsearch,Parque de las Ciencias,,"100,00 €"
Amics de Primeres,https://www.eventbrite.es/e/entradas-amics-de-primeres-713122226777?aff=ebdssbdestsearch,"sam. 18 nov., 20:00",Lluïsos Teatre,"7,50 €"
Bierbeleving Rodenbach,https://www.eventbrite.be/e/tickets-bierbeleving-rodenbach-728325540297?aff=ebdssbdestsearch,"mar. 31 oct., 18:30",Ondernemerscentrum Roeselare 'Huis van de Voeding',"15,00 €"
WOMEN'S HUB DAY MÜNCHEN 18. November 2023,https://www.eventbrite.de/e/womens-hub-day-munchen-18-november-2023-tickets-643032506537?aff=ebdssbdestsearch,"sam. 18 nov., 09:00",BE.YOND ACADEMY c/o MARTIN ET KARCZINSKI,"148,50 €"
CHECKPOINT Political Consulting 2023,https://www.eventbrite.de/e/checkpoint-political-consulting-2023-tickets-637903184597?aff=ebdssbdestsearch,"jeu. 2 nov., 09:30",Deutsche Bank Quartier Zukunft,"10,90 €"
A Window to the World: AONTAS Adult Education Summit 2023,https://www.eventbrite.ie/e/a-window-to-the-world-aontas-adult-education-summit-2023-tickets-719083868207?aff=ebdssbdestsearch,"mer. 15 nov., 09:00",Aviva Stadium,Libre
"""Anatomy of Public Space""- Workshop, F4C",https://www.eventbrite.it/e/biglietti-anatomy-of-public-space-workshop-f4c-731048514787?aff=ebdssbdestsearch,mercredi prochain à 14:30,BASE Milano,Libre
Glen Hansard,https://www.eventbrite.ie/e/glen-hansard-tickets-639196051597?aff=ebdssbdestsearch,"mar. 19 déc., 19:00",Cork City Hall,"37,84 €"
Tola Vintage Kilo Sale Dublin,https://www.eventbrite.com/e/tola-vintage-kilo-sale-dublin-tickets-726651342727?aff=ebdssbdestsearch,"dim. 29 oct., 10:00",D02 K527,"2,05 €"
Synthesize_Her Workshop - DATA at Alternating Current,https://www.eventbrite.ie/e/synthesize-her-workshop-data-at-alternating-current-tickets-718437464797?aff=ebdssbdestsearch,samedi prochain à 13:30,The Complex Gallery & Studios,"0,00 €"
entscheidend leben! Speaker Day,https://www.eventbrite.de/e/entscheidend-leben-speaker-day-tickets-450495794047?aff=ebdssbdestsearch,"sam. 4 nov., 14:00",Barockschloss Mannheim,"17,00 €"
Work in Process,https://www.eventbrite.at/e/work-in-process-tickets-739319764317?aff=ebdssbdestsearch,"mar. 7 nov., 19:00",Unicorn Bar Kitchen & Club,"11,85 €"
The Cult of the Dead in Medieval Ireland,https://www.eventbrite.ie/e/the-cult-of-the-dead-in-medieval-ireland-tickets-713642603237?aff=ebdssbdestsearch,jeudi prochain à 19:00,Dublin Institute for Advanced Studies,Libre
Scorpion Session Reunion,https://www.eventbrite.de/e/scorpion-session-reunion-tickets-714728541307?aff=ebdssbdestsearch,"ven. 17 nov., 22:00","""Schlupfloch"" music • drinks • events","12,00 €"
"Conference Climate Change, Biodiversity & Economic Outlook",https://www.eventbrite.be/e/conference-climate-change-biodiversity-economic-outlook-tickets-714709594637?aff=ebdssbdestsearch,BNP Paribas Fortis,,"150,00 €"
Funny Females  and Friends*  Stand-Up Comedy Workshop,https://www.eventbrite.com/e/funny-females-and-friends-stand-up-comedy-workshop-tickets-670266885297?aff=ebdssbdestsearch,samedi prochain à 10:00,WeWork Neue Rothofstraße – Coworking und Büro,"38,47 €"
Foundations of tracheostomy care for Speech & Language Therapists,https://www.eventbrite.ie/e/foundations-of-tracheostomy-care-for-speech-language-therapists-tickets-706618764747?aff=ebdssbdestsearch,"ven. 10 nov., 08:30",St. Vincent's University Hospital,"80,00 €"
"Mo, 30.10. | Ausstellung Kunsthalle & Atelier: Mythos Spanien | 6 -10 J.",https://www.eventbrite.de/e/mo-3010-ausstellung-kunsthalle-atelier-mythos-spanien-6-10-j-tickets-714588191517?aff=ebdssbdestsearch,"lun. 30 oct., 10:00",MIXT Kinderkunsthaus gGmbH,"64,74 €"
Casta i sense marit. El control de la sexualitat de les vídues a la Cat...,https://www.eventbrite.es/e/entradas-casta-i-sense-marit-el-control-de-la-sexualitat-de-les-vidues-a-la-cat-719115161807?aff=ebdssbdestsearch,"ven. 3 nov., 19:30",Sala d’Actes del Montepio de Conductors,Libre
Gavin James,https://www.eventbrite.ie/e/gavin-james-tickets-718833188417?aff=ebdssbdestsearch,"ven. 3 nov., 19:00",Cyprus Avenue,"44,00 €"
JÜNGER,https://www.eventbrite.de/e/junger-tickets-658273442587?aff=ebdssbdestsearch,"mar. 7 nov., 19:00",KPM Hotel & Residences,"189,00 €"
Police Surveillance North and South,https://www.eventbrite.ie/e/police-surveillance-north-and-south-tickets-714670658177?aff=ebdssbdestsearch,mardi prochain à 09:00,Royal College of Physicians of Ireland,Libre
"Reiki Level 1, Galway - Facilitated by Lisa Lynch.",https://www.eventbrite.ie/e/reiki-level-1-galway-facilitated-by-lisa-lynch-tickets-723686183857?aff=ebdssbdestsearch,"sam. 4 nov., 10:00",Lough Rea Hotel & Spa,"108,23 €"
Uillinn Dance Season 2023 - Unseen Premiere,https://www.eventbrite.ie/e/uillinn-dance-season-2023-unseen-premiere-tickets-719269152397?aff=ebdssbdestsearch,vendredi prochain à 20:00,West Cork Arts Centre,"17,07 €"
Oylegate United Teenage Disco,https://www.eventbrite.co.uk/e/oylegate-united-teenage-disco-tickets-728197356897?aff=ebdssbdestsearch,vendredi prochain à 20:00,Oylegate Community Centre,"10,00 €"
Bottle Lamp Making Workshop - Kopper Kreation,https://www.eventbrite.ie/e/bottle-lamp-making-workshop-kopper-kreation-tickets-687130223997?aff=ebdssbdestsearch,"sam. 4 nov., 11:00",The Rediscovery Centre,"25,00 €"
CambiaMenti Climatici. La tempesta perfetta dei comportamenti irrazionali,https://www.eventbrite.it/e/biglietti-cambiamenti-climatici-la-tempesta-perfetta-dei-comportamenti-irrazionali-726012622297?aff=ebdssbdestsearch,"sam. 28 oct., 21:00",Forum per la Finanza Sostenibile,Libre
WORKSHOP DI CUCINA VEGETALE A VENEZIA - Tiramisù,https://www.eventbrite.it/e/biglietti-workshop-di-cucina-vegetale-a-venezia-tiramisu-716699847537?aff=ebdssbdestsearch,"sam. 4 nov., 17:00",Torrefazione Cannaregio - Caffè Artigianale,"36,00 €"
Trail Hunters @ Night 2023,https://www.eventbrite.nl/e/tickets-trail-hunters-night-2023-734032971377?aff=ebdssbdestsearch,"sam. 16 déc., 18:00",Gilde Sint Antonius abt Vorstenbosch,"19,54 €"
Firmacopie Arex e Vastatore - Cacciatori di fantasmi,https://www.eventbrite.it/e/biglietti-firmacopie-arex-e-vastatore-cacciatori-di-fantasmi-738381086707?aff=ebdssbdestsearch,"ven. 3 nov., 16:30",Si10 SALA INCONTRI JUNIOR REAL COLLEGIO,Libre
OrientaLiveShow IN PRESENZA PRESSO TEATRO DA PONTE BASSANO DEL GRAPPA,https://www.eventbrite.com/e/biglietti-orientaliveshow-in-presenza-presso-teatro-da-ponte-bassano-del-grappa-720522350747?aff=ebdssbdestsearch,vendredi prochain à 08:30,Sala Jacopo Da Ponte,Libre
AJ McLean @ German Film & Comic Con 2023,https://www.eventbrite.de/e/aj-mclean-german-film-comic-con-2023-tickets-738792457127?aff=ebdssbdestsearch,Messe Dortmund GmbH / Eingang Nord,,Vérifier le prix du billet sur l'événement
Dublin: A Writer’s City -  Walking Tour,https://www.eventbrite.ie/e/dublin-a-writers-city-walking-tour-tickets-717046775207?aff=ebdssbdestsearch,"dim. 12 nov., 12:30","The Printworks, Dublin Castle","11,70 €"
Sonoro Quartet,https://www.eventbrite.ie/e/sonoro-quartet-tickets-722982087887?aff=ebdssbdestsearch,"dim. 5 nov., 15:00",Windmill QTR,"5,00 €"
VI CONGRESO MUJER EXECUTIVA 360,https://www.eventbrite.es/e/entradas-vi-congreso-mujer-executiva-360-737873287867?aff=ebdssbdestsearch,vendredi prochain à 08:50,Badajoz Siglo XXI,Libre
Marketing Lab | AI-volution: Strategie di Marketing nell'Era dell'IA,https://www.eventbrite.it/e/biglietti-marketing-lab-ai-volution-strategie-di-marketing-nellera-dellia-734680919407?aff=ebdssbdestsearch,mardi prochain à 09:00,Binario F,Libre
Westerse invloeden op ons uiterlijk,https://www.eventbrite.nl/e/tickets-westerse-invloeden-op-ons-uiterlijk-739225010907?aff=ebdssbdestsearch,jeudi prochain à 19:00,Moskee Essalam,Libre
YTH Gala,https://www.eventbrite.nl/e/tickets-yth-gala-728687312367?aff=ebdssbdestsearch,"dim. 5 nov., 19:30","Hotel de Klepperman, Hoevelaken","15,00 €"
SCHLOSSNACHT DER SINNE,https://www.eventbrite.de/e/schlossnacht-der-sinne-tickets-500835722127?aff=ebdssbdestsearch,"sam. 25 nov., 19:00",Schloss Milkersdorf,"93,44 €"
Die Entheilung der alten Welt,https://www.eventbrite.com/e/die-entheilung-der-alten-welt-tickets-724909703437?aff=ebdssbdestsearch,"ven. 10 nov., 19:00",Sri Vitthal Dham,Vérifier le prix du billet sur l'événement
Yogafestival HEAL FEEL LEAD,https://www.eventbrite.de/e/yogafestival-heal-feel-lead-tickets-628153362617?aff=ebdssbdestsearch,samedi prochain à 08:00,Hauptstraße 1,"33,14 €"
A Victory for Democracy - Celebrating the Heneghan Case,https://www.eventbrite.ie/e/a-victory-for-democracy-celebrating-the-heneghan-case-tickets-723923995157?aff=ebdssbdestsearch,"mer. 1 nov., 18:30","The Irish World Academy of Music & Dance, University of Limerick",Libre
Undeva la Mijloc cu Teo Vio și Costel | Nurnberg | 05.11,https://www.eventbrite.be/e/undeva-la-mijloc-cu-teo-vio-si-costel-nurnberg-0511-tickets-728588747557?aff=ebdssbdestsearch,"dim. 5 nov., 18:00",Meistersingerhalle,"31,95 €"
Journaling Barcamp 2023,https://www.eventbrite.de/e/journaling-barcamp-2023-tickets-569240392337?aff=ebdssbdestsearch,"ven. 17 nov., 16:00",betahaus | Schanze,"199,00 €"
Techstars Startup Weekend Milano 2023,https://www.eventbrite.it/e/biglietti-techstars-startup-weekend-milano-2023-723276839497?aff=ebdssbdestsearch,"ven. 10 nov., 17:30",Bocconi for Innovation - B4i,"38,56 €"
Accogliere insegnando l’italiano,https://www.eventbrite.it/e/biglietti-accogliere-insegnando-litaliano-715643347517?aff=ebdssbdestsearch,mardi prochain à 17:00,Biblioteca Civica Centrale,Libre
Halloween Party,https://www.eventbrite.de/e/halloween-party-tickets-675046100057?aff=ebdssbdestsearch,"lun. 30 oct., 20:00",Georgen Terrassen,"18,00 €"
John Hume - The Persuader,https://www.eventbrite.ie/e/john-hume-the-persuader-tickets-717057086047?aff=ebdssbdestsearch,"dim. 12 nov., 13:30",RDS Library,"6,34 €"
"""PASSO DOPO PASSO""",https://www.eventbrite.it/e/biglietti-passo-dopo-passo-719826920697?aff=ebdssbdestsearch,"sam. 28 oct., 20:00",Civico Teatro Si 'e Boi di Selargius,Libre
Wild Waters: The Liffey with Richard Nairn,https://www.eventbrite.ie/e/wild-waters-the-liffey-with-richard-nairn-tickets-699507043397?aff=ebdssbdestsearch,aujourd’hui à 14:00,Sluice Carpark,"5,00 €"
Smart D8 Showcase,https://www.eventbrite.ie/e/smart-d8-showcase-tickets-717121859787?aff=ebdssbdestsearch,jeudi prochain à 09:30,The Guinness Enterprise Centre (GEC),Libre
Style and Skincare in the Midlands,https://www.eventbrite.ie/e/style-and-skincare-in-the-midlands-tickets-708008591757?aff=ebdssbdestsearch,"dim. 26 nov., 11:00",Mullingar Park Hotel,"75,00 €"
Volle Kanne 90er & 2000er – Halloween Party,https://www.eventbrite.de/e/volle-kanne-90er-2000er-halloween-party-tickets-694891397877?aff=ebdssbdestsearch,"sam. 28 oct., 22:00",Spindler & Klatt,"11,68 €"
Brussels Labour 50th Anniversary Dinner,https://www.eventbrite.com/e/brussels-labour-50th-anniversary-dinner-tickets-690719068327?aff=ebdssbdestsearch,mercredi prochain à 19:30,"Brussels Town Hall, Gothic Hall","35,00 €"
Rebooking SUP event,https://www.eventbrite.ie/e/rebooking-sup-event-tickets-717643590297?aff=ebdssbdestsearch,jeudi prochain à 00:00,Lough Rynn Amenity Area,"43,87 €"
Billie's Craft Beer Fest 2023,https://www.eventbrite.be/e/tickets-billies-craft-beer-fest-2023-469043029327?aff=ebdssbdestsearch,"ven. 10 nov., 15:00",Waagnatie Expo & Events,"87,65 €"
"""The Skin of Our Teeth"" By ACA 4 November",https://www.eventbrite.nl/e/tickets-the-skin-of-our-teeth-by-aca-4-november-694745310927?aff=ebdssbdestsearch,"sam. 4 nov., 19:30",Mike's Badhuistheater,"15,88 €"
WERK:  Vogueing Dance - Art & Food,https://www.eventbrite.it/e/biglietti-werk-vogueing-dance-art-food-735468705697?aff=ebdssbdestsearch,vendredi prochain à 18:00,Fondazione Museion,"15,00 €"
